시도,시군구,읍면동,리,지번,위도_도,위도_분,위도_초,경도_도,경도_분,경도_초,취약지역지정사유및목적,소유별
경상북도,안동시,신안동,,산6-3임,36,34,31.934,128,44,10.204,대상지와 인가가 인접하고 사면 상부 얕은 포행과 토사유출이 발생되고 있어 집중호우 시 인가 피해가 우려됨,사유림
경상북도,안동시,신안동,,49-1 임,36,34,21.099,128,44,12,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,신안동,,49-1 임,36,34,23.599,128,44,16.3,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,법흥동,,산6-1임,36,33,58.56,128,44,45.792,문화재와 철로가 있으며 하부 문화재 보수공사로 인해 퇴적물이 다수 적치되어 있음. 따라서 배수시설 정비와 상부에서 유동되는 퇴적물을 차단하기 위해 취약지역으로 지정하고자 함.,사유림
경상북도,안동시,용상동,,산68-2임,36,33,5.711,128,46,10.482,퇴적물 유동에 의한 피해 가능성은 낮으나 인가 뒤편 사면에서 토사유출이 진행중이고 수목전도가 우려됨. 따라서 취약지역으로 지정하여 인가 보호가 필요할 것으로 판단됨.,사유림
경상북도,안동시,안기동,,산105-1임 안동 제2015-89호,36,34,50.099,128,42,51.3,농경지로 인하여 사면 훼손된 곳 발견됨,사유림
경상북도,안동시,안기동,,산110-1구 안동 제2015-96호,36,35,5.399,128,42,48.7,중간부까지 우측 사면의 경사가 심하고 붕괴도 발견됨,사유림
경상북도,안동시,안기동,,244-1,36,34,39.002,128,42,57.897,생활인가와 매우 연접한 사면으로 수목전도에 따른 피해가 우려되므로 취약지역으로 선정하여 관리함이 적절할 것으로 사료됨.,사유림
경상북도,안동시,안막동,,산16임 안동 제2015-90호,36,34,45.699,128,44,13.3,시작지점 바로 위쪽에 계류가 2갈래로 나뉨 경사가 심하고 위험한 쪽 조사,사유림
경상북도,안동시,안막동,,산94임 안동 제2015-93호,36,35,15.865,128,43,9.741,중간부부터 최상부까지 90M 정도 드러난 계류에 대하여 정비가 필요함,사유림
경상북도,안동시,안막동,,산144임 안동 제2015-94호,36,34,31.099,128,43,44.4,인가가 형성된 부분까지는 인공계류로 되어 있음,사유림
경상북도,안동시,안막동,,산18임 안동 제2015-91호,36,34,54.599,128,44,7.8,상부 소규모 배수시설과 산지사방도 필요함,사유림
경상북도,안동시,안막동,,산42-3구 안동 제2015-92호,36,35,2.599,128,44,5.9,주변 토질이 상당히 무르고 지반이 취약함,사유림
경상북도,안동시,이천동,,산138임 안동 제2015-95호,36,35,12.799,128,42,52.4,계류가 조금만 월류해도 인가에 큰 피해를 입힐 수 있음,사유림
경상북도,안동시,이천동,,산43임,36,36,26.7,128,43,10.5,"전답배후사면으로 표층유실 및 토사붕괴가 관찰되었으며, 토사붕괴의 추가발생우려가 있음.",사유림
경상북도,안동시,이천동,,산141임,36,35,8.8,128,42,49.1,인가 및 경작지 상부 사면에서 낙석이 발생하였으며 추가 낙석 발생 가능,사유림
경상북도,안동시,송천동,,1166답,36,33,10.199,128,47,7.9,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,송천동,,1272답,36,33,14.835,128,47,12.046,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,송천동,,산56임,36,33,3.199,128,47,18.8,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,송천동,,45답,36,32,35.019,128,48,39.78,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,수하동,,산57임,36,32,24.096,128,41,18.732,"경사가 급하여 노출된 암반의 절리 발달하엿으며, 인가의 피해가 우려됨",사유림
경상북도,안동시,풍산읍,상리리,산47-6임,36,34,53.098,128,34,45.072,"하부로 인가 밀집지 있지만 아무 사방시설 없고 유출구 주변으로 인위적으로 전석, 자갈 치워 놓은 흔적 있음",사유림
경상북도,안동시,풍산읍,상리리,산66임,36,34,30,128,35,1.999,"지류 합류부에서 화강암 사면의 표층유실, 농지 유실 등이 확인되어 경작지에서 지속적인 피해를 입고 있음. 따라서 추가적인 재산피해 방지를 위해 취약지역으로 제안함.",사유림
경상북도,안동시,풍산읍,막곡리,654구,36,34,33.874,128,40,3.303,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,풍산읍,수곡리,산5임 안동 제2015-17호,36,35,35.11,128,38,22.932,하부에 초등학교가 위치하고 있어 산지재해 발생 시 인명 및 재산의 피해발생이 우려되는 지역으로 산사태 발생 우려지역으로의 선정 하여 관리할 필요가 있다고 사료됨.,사유림
경상북도,안동시,풍산읍,노리,산72,36,35,51.5,128,36,52.6,"본 대상지는 노리에 위치한 산지계류로 계류하부 인가 및 축사가 연접하여 존재함계안 산각 붕괴의 우려가 존재하며 침식으로 토사유출이 진행 되어 계상에는 계상상승현상이 발생하고 있음, 추후 토사의 하부유출로 인명피해가 높은 지역으로 산사태 취약지역으로 지정하여 관리가 필요할 것으로 판단됨",사유림
경상북도,안동시,풍산읍,죽전리,1121-1전,36,37,55.899,128,35,7,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,풍산읍,죽전리,산149-1임 안동 제2015-19호,36,36,41.401,128,35,59.702,사방시설의 설치와 유지관리가 효율적으로 이루어고 피해를 최소화 시킬 수 있는 구간으로 판단됨,사유림
경상북도,안동시,풍산읍,죽전리,산61임 안동 제2015-18호,36,38,39.283,128,35,50.11,사면 내에 균열이 발생하여 산사태 및 토석류의 발생 가능성이 높아보임,사유림
경상북도,안동시,풍산읍,죽전리,1366천,36,37,9,128,36,5.999,"하부 인가 부근에 배수로가 설비되어 있어 현재까지의 피해이력은 없음. 하지만 배수로가 끝나는 지점에 다수의 퇴적물이 적치되어 있음. 또한 계류 상부에 침식, 수목전도, 유목 등 피해가능성이 있어 취약지역으로 선정함.",사유림
경상북도,안동시,풍산읍,만운리,산27임,36,36,15,128,34,50,"사면에 지난 호우로 인한 침식, 표토유실 등의 피해가 있고 전도목이 다수 분포하고 있어 추가 피해 가능성이 높음",사유림
경상북도,안동시,풍산읍,서미리,산98-1임,36,38,10.899,128,33,57.5,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,풍산읍,서미리,886도,36,38,7.099,128,33,57.5,본 계류 유출구에는 하부 인가가 다수 분포하고 있어 강우 시 산악지의 위험사면등에서 산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 인명 및 재산피해 가능성이 있으므로 이에 대한 사전 예방대책이 필요한 지역으로 선정되었다.,사유림
경상북도,안동시,풍산읍,신양리,산69임 안동 제2015-21호,36,37,56.41,128,32,59.414,하부 방향에 위치한 도로와 다수의 인가의 보호를 위하여 산사태 발생 우려지역으로의 지정이 필요하다고 생각됨.,사유림
경상북도,안동시,풍산읍,신양리,산60임 안동 제2015-20호,36,37,51.914,128,33,17.942,토석류의 가능성이 있는 지역으로 하부에 위치한 인가 및 농경지의 보호를 위한 산사태 발생 우려지역으로의 선정이 필요하다고 생각됨.,사유림
경상북도,안동시,풍산읍,현애리,322답,36,37,31.299,128,32,18.5,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,풍산읍,오미리,1197구,36,35,57.591,128,29,47.981,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,와룡면,가구리,산179,36,36,44.799,128,46,18.741,"구릉성 산지사면과 경작지 사이의 비교적 완경사의 계류이나 곡류가 심하여 양안 기슭유실 구간이 다수 관찰되며 향후 추가 유실 우려가 있고, 위험사면 내 토사가 지속적으로 계류로 유입되고 있어 기슭유실 방지 등을 위한 계류보전 사업이 필요할 것으로 사료됨",사유림
경상북도,안동시,와룡면,산야리,산311-1임 안동 제2015-22호,36,36,38.499,128,48,56.3,다수의 지류의 합류로 강우시 유량이 많을 것으로 예상되는 지역임. 토심이 100cm이상으로 깊은 편이며 주변부 사면으로 전석 및 유목등이 적치되어 있는 상태임.,사유림
경상북도,안동시,와룡면,산야리,1783도,36,36,16.599,128,49,23.6,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,와룡면,주계리,산108-1임,36,38,11.278,128,48,11.966,중경사 계류 내 표층유실 및 다수의 수목전도가 관찰됨. 집중호우 시 유수 및 토석류의 집중으로 하류 피해가 우려됨.,사유림
경상북도,안동시,와룡면,태리,산266구 안동 제2015-23호,36,37,5.199,128,45,16.6,침식 및 붕괴가 발달하였으며 모암의 풍화로 인한 추가적인 붕괴가 우려되는 상황으로 산사태 발생 우려지역으로 지정되어야 할 것으로 사료됨.,사유림
경상북도,안동시,와룡면,감애리,산104임,36,40,20,128,46,46.1,현지조사 결과 사면 하부 표토 및 화강암 암반이 노출되어 풍화로 인해 토사유출이 발생하고 있음,사유림
경상북도,안동시,와룡면,감애리,산1임,36,39,16.999,128,45,26,구곡침식이 발달해 있으므로 계류방향으로 수목전도 및 뿌리노출 등의 현상을 보이고 있음. 따라서 취약지역으로 선정하여 정비가 필요할 것으로 판단됨.,사유림
경상북도,안동시,와룡면,라소리,342전,36,39,21.499,128,49,50.3,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,와룡면,라소리,산333구 안동 제2015-24호,36,39,18.004,128,49,54.35,"좌측사면의 수목들이 계류방향으로 전도되어 있으며, 침식이 발달해 있으며, 계류 내 계상퇴적지들이 다수 존재하는 등 산지재해의 위험요소들이 잠재되어 있는 지역임.",사유림
경상북도,안동시,와룡면,가류리,산192-1임,36,36,58.215,128,50,38.399,벌목 및 진입로 작업으로 인하여 토사유실 우려됨,사유림
경상북도,안동시,와룡면,가류리,산97임,36,37,42.8,128,49,20,본 대상지는 농경지 및 인가와 연접하는 계류로 계류주변 소나무 재선충 사업을 시행한 흔적이 관찰되는 지역으로 조사되었음현장조사 시 계안에 노출된 암반의 풍화 및 절리의 발달로 계상 내 대경력 암석이 분포하고 있으며 계류의 종·횡침식 등의 위험요소가 관찰되어 추후 강우강도 시 하부 유출우려가 잠재되어 있어 산사태 취약지역 지정·심의 대상지로 선정하였음,사유림
경상북도,안동시,북후면,옹천리,산185임,36,41,2.84,128,41,50.158,"계류 내 침식지, 퇴적지 및 다수의 표층유실과 일부 수목전도가 발생되어 전도목과 유출된 토석류로 인해 하부피해가 예상됨.",사유림
경상북도,안동시,북후면,도촌리,산8임 안동 제2015-25호,36,40,14.999,128,41,7.7,장마철이나 집중호우 시 유량이 많을 것으로 판단되며 토석류나 산사태 발생 시 피해를 입을 것으로 예상되는 인가와 경작지 등이 하부에 위치해 있으며 장마철이나 집중호우 시 유량이 증가할 때 토석류로 발전될 가능성이 높을 것으로 판단됨.,사유림
경상북도,안동시,북후면,도촌리,982구 안동 제2015-26호,36,39,38.499,128,40,46.1,주변부 사면의 경사가 급하며 수목들이 계류방향으로 전도됨. 우안으로 붕괴지가 있는 것으로 확인되었으며 전체적으로 침식에 매우 취약한 형태를 보이고 있음.,사유림
경상북도,안동시,북후면,두산리,산33임,36,41,17.299,128,40,45.3,"사면의 붕괴가 넓은 범위에 걸쳐 발생하였으며 하부인가로의 피해 발생이 우려되는 바 산사태 발생 우려지역으로의 선정 및 유지, 관리가 필요하다고 생각함.",사유림
경상북도,안동시,북후면,두산리,1204천,36,41,58.39,128,40,8.746,"유역면적이 큰 계류로 계류폭이 넓고 전석 및 자갈분포비율이 높음, 또한 유동흔적이 관찰됨에 따라 강우시 퇴적물이 하부로 유출될 경우 인명 및 재산피해가 우려되므로 취약지역으로 지정하여 관리하는 것이 타당하다고 판단됨",사유림
경상북도,안동시,북후면,두산리,산2임,36,40,39,128,39,57.999,"표층유실, 침식, 세굴이 발생하였고 이에 따른 토사유출이 진행되고 있음. 계류 내 퇴적물 유동흔적 및 적치구간이 존재함.",사유림
경상북도,안동시,북후면,신전리,1205답,36,40,22.799,128,36,52.3,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,북후면,석탑리,1274구,36,41,3.999,128,37,6.041,유역면적이 넓고 계류수가 항시 존재하며 퇴적물분포비율이 높고 기타 위험요소들이 존재하나 기 사방시설물이 없어 토석류가 발생한다면 재산피해의 우려가 있어 적절한 사방시설물이 필요할 것으로 사료됨,사유림
경상북도,안동시,북후면,석탑리,산148임,36,41,14.999,128,37,13,"대상지 내 세굴, 침식 등 토사 유실이 발생되고 있어 강우 시 급격한 유량 증가로 인하여 산지 재해 발생 가능성이 있으므로 취약지역으로 선정해야 한다고 판단됨.",사유림
경상북도,안동시,북후면,석탑리,산157임,36,42,14.021,128,37,14.936,하부에 농경지 및 인가가 위치하고 있어 토석류 발생 시 피해를 예방하기 위하여 산사태 발생 우려지역으로의 선정이 필요하다고 생각됨.,사유림
경상북도,안동시,북후면,석탑리,산65임 안동 제2015-28호,36,42,16.199,128,36,47.3,"하부에 위치한 도로와 인가로의 산지재해로부터의 피해를 예방하기 위하여 산사태 발생 우려지역으로의 선정 및 유지, 관리가 필요할 것으로 사료됨.",사유림
경상북도,안동시,북후면,석탑리,산17임,36,42,23.999,128,37,31,강우시 토석류 발생으로 인해 하부 인가와 논과 밭에 인명피해와 재산피해를 입힐 가능성이 높아 취약지역으로 선정함.,사유림
경상북도,안동시,북후면,석탑리,1262구,36,42,36,128,37,17.999,계류 내 수목전도와 지반 불안정으로 인해 계류수의 흐름이 원활하지 못할 것으로 예상됨. 따라서 계류 양측에 존재하는 과수원과 인가의 보호를 위해 취약지역으로 선정함.,사유림
경상북도,안동시,북후면,석탑리,산152임,36,41,53.871,128,37,2.295,산사태 피해 발생지로 인접한 인가에 피해가 있고 인가 바로 뒤편 사면에도 침식으로 인한 표토유실이 진행중임,사유림
경상북도,안동시,서후면,태장리,산151,36,39,13.227,128,39,48.655,"부근으로 봉정사가 존재하고 상부 계류 내부로는 사면부가 풍화로 인해 취약해 붕괴, 표층유실, 뿌리노출, 수목전도현상들이 관측되고 계류 내부로는 계안침식, 높은 비율의 퇴적물적치량 등 위험요소가 다수 존재해 강우 시 추가적인 붕괴 및 토석류가 발생할 가능성이 높으므로 사방댐을 설치해 사전에 예방하는 것이 타당하다 판단됨",사유림
경상북도,안동시,서후면,태장리,산84임 안동 제2015-29호,36,38,55.199,128,39,32.2,류 양안으로 퇴적물들이 지속적으로 유입되고 있으며 이러한 퇴적물들이 집중적으로 쌓여 있는 구간이 있음. 마을 방향으로 하부에 인공수로가 형성되어 있지만 이러한 퇴적물들의 유입을 막아줄 시설물이 필요하다고 사료됨.,사유림
경상북도,안동시,서후면,태장리,산58-1임,36,38,55.673,128,39,47.309,인가와 연접된 사면으로 인가에 직접적인 피해가 우려됨,사유림
경상북도,안동시,서후면,태장리,1015-2 천,36,38,56.399,128,39,34.3,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,서후면,이송천리,산35임,36,36,58,128,41,56.5,"인가배후사면으로 다수의 표층유실 및 수목전도가 관찰되었으며, 집중호우 시 하부의 인가피해가 예상됨.",사유림
경상북도,안동시,서후면,성곡리,산39임,36,38,13.999,128,39,8,"계류 내 암반풍화도가 높고 퇴적물 유동흔적, 표층유실, 뿌리노출, 수목전도와 같은 위험요소가 관측되어 취약지역으로 선정함",사유림
경상북도,안동시,서후면,성곡리,산39임,36,38,15,128,39,3.999,조사시점부에서 상부 70m지점까지 월류가능성이 매우 높음. 계류수가 계류를 따라 흐르지 않고 월류되어 흐른 흔적이 다수 관찰됨.,사유림
경상북도,안동시,서후면,성곡리,산63-2임,36,37,0.9,128,39,21.6,"현장조사 결과, 상부 암반의 절리 및 풍화로 인한 암석이 하부로 일부 유출된 흔적이 관찰되어 추후 집중호우 시 암반의 풍화 및 절리 발달로 추가적인 낙석 발생 우려가 잠재되어 있는 지역으로 조사되었음",사유림
경상북도,안동시,서후면,성곡리,산11임,36,37,51,128,39,39.999,기존 배수로가 존재하지만 그 구간이 짧아 재해가능성이 있음. 유동성이 많은 도로와 문화재의 보호를 위해 취약지역으로 선정함.,사유림
경상북도,안동시,서후면,성곡리,산31-1임,36,37,55,128,38,35.999,유역면적은 작지만 배수로가 설비되어 있지 않아 직하부에 존재하는 인가에서 월류 피해를 입음. 계류 내 토석류 위험요소가 다수 관찰되어 추가피해 방지를 위해 취약지역으로 지정을 제안함.,사유림
경상북도,안동시,서후면,교리,산47임,36,35,40.976,128,39,44.75,"대상지의 사면 침식이 심하여 표토유실이 현저히 진행중이고 대상지 내 세굴, 침식 현상이 있어 하부 도로, 마을에 피해 가능성이 있음",사유림
경상북도,안동시,서후면,교리,산106임,36,35,11.322,128,39,42.079,사면과 계류에서 집수되는 유수에 의해 하부 재산피해가 우려되어 취약지역으로 지정하여 관리,사유림
경상북도,안동시,서후면,재품리,산210-1임,36,39,36.999,128,38,50,"계류 내 소규모 계안침식 및 표층유실, 뿌리노출이 관측되며 상부로 퇴적물적치구간이 있어 집중호우 시 토석류 발생으로 하부 피해 가능성이 있으므로 선정하는 것이 적절하다고 사료됨.",사유림
경상북도,안동시,서후면,재품리,산219임,36,40,6.299,128,39,22.7,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,서후면,재품리,산103임,36,39,16.999,128,36,46,유출구 주변 계류폭이 좁고 단차가 낮아 월류가능성이 있고 상부 암반사이로 수목이 식생하고 있어 뿌리의 자람에 따른 암반균열이 진행되고 있으므로 탈락될 가능성이 높아 취약지역으로 선정함,사유림
경상북도,안동시,서후면,재품리,산187임,36,39,15,128,38,27,일정 구간마다 퇴적물 유동흔적이 관찰되는 계류임. 암반의 풍화도가 높고 암편이 발생하고 있어 추가 토석류 발생 가능성이 있음. 하부 도로와 인가의 피해예방을 위해 취약지역으로 제안함.,사유림
경상북도,안동시,서후면,재품리,산213-1임,36,39,50,128,39,6,"임지 내 표층유실과 침식이 관찰되며, 잠재적인 위험요소로 소규모 산림훼손이 이루어짐",사유림
경상북도,안동시,서후면,재품리,산139임,36,38,42.096,128,37,40.049,중경사 산지계류로 계류 내 다수의 표층유실과 토사붕괴 및 수목전도가 관찰되었으며 유출된 토석류와 전도목이 하부로 이동 시 피해가 예상됨.,사유림
경상북도,안동시,풍천면,갈전리,1076임,36,34,38.299,128,30,21,"토심이 매우 깊고 전단력이 약하여 쉽게 세굴, 침식, 붕괴하고 있으며, 이로 인해 다량의 토사가 유출되고 있으므로 취약지역으로 선정하여 계류환경을 개선할 필요가 있음.",사유림
경상북도,안동시,풍천면,광덕리,산121-1임,36,31,33.999,128,30,32,"인가 부근으로는 큰 특이사항이 없으나 상부 산지내부에 침식 및 표층유실로 인한 토사유출, 수목전도, 퇴적물 유동흔적과 같은 위험요소들이 관측되어 취약지역으로 선정함",사유림
경상북도,안동시,풍천면,광덕리,산126-1임,36,31,44.221,128,30,53.834,계류 내 토석이 다량 적치되어 있으며 상부 유송잡물이 다량 적치되어 있어 취약지역으로 선정함,사유림
경상북도,안동시,풍천면,신성리,산65임,36,31,1.599,128,27,33.8,유송잡물과 쓰레기 등으로 인해 계류의 배수기능이 저하되고 불안정하여 취약지역으로 지정하여 관리가 필요하다고 판단됨.,사유림
경상북도,안동시,풍천면,금계리,832-1 임,36,30,7.799,128,30,12.1,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,풍천면,구호리,841구,36,30,30.136,128,27,49.994,비교적 안정한 지역으로 사료되나 계류수가 상시 존재하고 있어 집중 호우 시 유량이 많을 것으로 예상이 되고 부분적으로 침식이 관측되며 유출구 하부는 협소한 흄관으로 연결되어 월류 가능성이 확인되는 지역임.,사유림
경상북도,안동시,풍천면,어담리,산130임,36,29,36.7,128,32,57.3,본 대상지는 농경지 및 농막과 연접하는 계류로 2022년 집중호우 발생에 따른 피해가 관찰되는 지역으로 조사되었음현장조사 시 건기시에는 상시 유수가 흐르지 않는 계류이나 계안침식 및 계상 내 이동가능한 토사석이 다량퇴적되어 있으며 농경지 인근 토사유출흔적이 관찰되어 추후 집중호우 시 토석류 발생에 따른 피해우려가 잠재되어 있는 지역으로 조사되어 산사태 취약지역 지정·심의 대상지로 선정하였음,사유림
경상북도,안동시,풍천면,어담리,1521구,36,28,54.872,128,33,40.618,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,풍천면,어담리,1378전,36,30,24.812,128,32,22.199,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,풍천면,어담리,산60-74임,36,27,27.994,128,34,17.024,계류 사면의 침식 및 세굴로 인해 퇴적물이 다수 적치 중으로 계류보전 혹은 소규모 배수시설을 확충하여 위험성을 감소시킬 필요가 있다고 생각됨.,사유림
경상북도,안동시,풍천면,인금리,829대,36,31,13.21,128,32,48.981,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,풍천면,가곡리,산41임,36,34,49.718,128,31,17.868,"중경사의 산지계류로 다수의 수목전도와 표층유실 및 토사붕괴로 인한 토석류의 적체가 관찰되었으며, 유출된 토석류와 전도목이 하부로 이동 시 피해가 예상됨.",사유림
경상북도,안동시,풍천면,가곡리,산18임,36,34,35.499,128,31,47.1,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,풍천면,가곡리,산24임,36,34,26.9,128,31,20.8,"본 대상지는 농경지 및 인가와 연접하는 계류로 하류 지역주민 면담결과, 과거 피해이력은 없었던 지역으로 조사되었음 현장조사 시 상류로 갈수록 전도목이 다수 분포하고 있으며 계안 침식 및 붕괴, 계상 내 불안정하게 토사석이 퇴적되어 있는 등 위험요소가 다수 관찰되어  추후 집중호우 시  유출우려가 높을 것으로 사료되어 산사태 취약지역 지정·심의 대상지로 선정하였음",사유림
경상북도,안동시,풍천면,병산리,180-1대,36,33,12.999,128,32,16.2,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,풍천면,병산리,산18-1임,36,33,4.999,128,32,55,"유출구 부근으로는 큰 위험요소는 관측되지 않으나 상부 자연계류에서는 소규모 계안침식, 퇴적물 유동흔적, 표층유실 등이 관측되어 취약지역으로 선정함",사유림
경상북도,안동시,풍천면,하회리,산27-1임,36,33,0,128,31,50,"도로 부근에 배수로와 계류 우측에 기슭막이가 설비되어 있음. 하지만 계류 좌측에서 토사유실로 인한 배수불량이 확인됨. 또한 계류 상부에서  침식, 붕괴가 빈번하게 관찰되어 위험요소 확대 억제를 위해 취약지역으로 제안함.",사유림
경상북도,안동시,일직면,구천리,산8-3임,36,28,53.3,128,40,28.6,"현장조사 결과, 인가 배후사면에 위치한 석축등의 기구조물이 시설되어 있으나 표층유실로 인한 구조물의 훼손이 관찰되어 추후 집중호우 시 상부에서 토사가 유출될 우려가 잠재된 지역으로 조사되었음",사유림
경상북도,안동시,일직면,구천리,산52구,36,28,59.399,128,40,23,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,일직면,구천리,산8-1임,36,29,1.799,128,40,24.2,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,일직면,구천리,산22-5임 안동 제2015-30호,36,28,47.801,128,40,41.602,계류가 깊지 않지만 경사가 높은 편이고 주변인가와 바로 인접해 있어 토석류나 산사태 발생시 직접적인 영향을 줄 것으로 예상,사유림
경상북도,안동시,일직면,망호리,산21-2임,36,27,32.984,128,40,28.344,"완경사 산지계류 내 침식지, 퇴적지, 다수의 표층유실과 일부 수목전도가 관찰되며 유출된 토석류와 전도목이 하부로 이동 시 피해가 예상됨.",사유림
경상북도,안동시,일직면,원리,산22임 안동 제2015-31호,36,27,19.45,128,38,52.544,사방시설의 설치와 유지관리가 효율적으로 이루어질 수 있는 구간으로 판단됨,사유림
경상북도,안동시,일직면,원리,산54-1임 안동 제2015-32호,36,26,53.501,128,38,39.402,겉으로 보았을 ？ 크게 위험해 보이진 않지만 계류가 깊고 주변이 퇴적암지대로 노출된 부분이 존재하여 잠재적 위험성을 충분히 가지고 있음,사유림
경상북도,안동시,일직면,원리,산64임 안동 제2015-33호,36,26,54.199,128,38,41.6,사방시설의 설치와 유지관리가 효율적으로 이루어질 수 있는 구간으로 판단됨,사유림
경상북도,안동시,일직면,광연리,산75-2임 안동 제2015-34호,36,26,30.501,128,39,50.802,계류안쪽으로 식생이 전도되어 있고 계류 내 유목도 많음 특히 강우시 유량이 많아 계류가 유목이나 퇴적물에 의해 막히면 월류할 가능성이 높음,사유림
경상북도,안동시,일직면,광연리,산50-2임,36,26,26.525,128,40,25.062,중경사 계곡 내 다수의 퇴적지와 계상침식이 진행 중이며 유목적체가 존재하여 추가피해가 예상됨.,사유림
경상북도,안동시,일직면,명진리,산55임,36,26,4.078,128,37,45.218,"강우 시 상부 저수지에서 내려오는 유량이 많아 하부 경작지에서 농지유실, 월류등의 피해가 확인됨. 취약지역으로 설정하여 추가적인 재산피해를 막고자 함.",사유림
경상북도,안동시,일직면,명진리,550구,36,26,15.199,128,39,31.9,계류 내 소규모 붕괴와 더불어 하부 계류사면에서 지속적으로 낙석이 발생하고 있어 주민이 불안을 호소하고 있음. 인명피해 예방을 위한 취약지역지정이 필요할 것으로 사료됨.,사유림
경상북도,안동시,일직면,평팔리,산221구,36,25,43,128,37,19,"토지를 개간하며 배수로를 설비하지 않아 퇴적물의 계상으로 유입 중임. 또한 계류 상부에서도 침식 등으로 인해 농지유실, 경작지 피해등의 피해가 발생함. 따라서 취약지역으로 지정하여 추가피해 예방이 필요할 것으로 판단됨.",사유림
경상북도,안동시,일직면,국곡리,산76임,36,29,8.2,128,36,14.9,침식이 발달한 계류로서 특히 우측 기슭에서 토사유실이 관찰됨. 퇴적지 및 뜬돌이 적치되어 있으므로 취약지역으로의 선정을 제안함,사유림
경상북도,안동시,일직면,국곡리,529답,36,29,25.575,128,35,24.142,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,일직면,조탑리,산41임,36,28,38.8,128,37,32.999,"침식, 포락, 세굴 등 여러 구간에서 위험요소가 관찰됨.",사유림
경상북도,안동시,일직면,원호리,산88임,36,29,39.713,128,38,50.487,산사태가 발생하거나 퇴적물과 붕괴 유실물이 토석류로 발생할 경우 피해 가능성이 있는 지역임,사유림
경상북도,안동시,일직면,운산리,산2-1임 안동 제2015-35호,36,28,32.901,128,39,40.802,인가와 바로 맞닿은 부분에 근접하게 위험사면이 존재하고 하부의 시설도 미비하여 사면에 대한 안정화가 절실히 필요함,사유림
