연번,시도,시군구,읍면동,리,지번,(위도)도,(위도)분,(위도)초,(경도)도,(경도)분,(경도)초,취약지역유형,지정면적(제곱미터),데이터기준일자
5924,경상북도,영덕군,영덕읍,우곡리,84-18 잡,36,25,25.299,129,23,4.100,토석류,2163.8,2026-06-04
5925,경상북도,영덕군,영덕읍,화천리,산234임,36,27,55.299,129,23,9.300,토석류,1250,2026-06-04
5926,경상북도,영덕군,강구면,금호리,산57임,36,23,13.799,129,23,11.300,토석류,0,2026-06-04
5927,경상북도,영덕군,강구면,오포리,산59-6임,36,21,20.433,129,23,9.297,산사태,3159,2026-06-04
5928,경상북도,영덕군,영덕읍,화천리,"산367구,산13임,17임",36,27,46,129,23,22,토석류,2297,2026-06-04
5929,경상북도,영덕군,강구면,강구리,산53-112,36,21,37.502,129,23,15.720,산사태,0,2026-06-04
5930,경상북도,영덕군,강구면,강구리,산2-1임,36,22,23.299,129,23,18.400,토석류,0,2026-06-04
5931,경상북도,영덕군,강구면,금호리,산109임,36,22,29.799,129,23,22.200,토석류,0,2026-06-04
5932,경상북도,영덕군,영덕읍,삼계리,산45,36,25,32.373,129,23,42.230,토석류,1390,2026-06-04
5933,경상북도,영덕군,영덕읍,삼계리,산40-1,36,25,22.242,129,23,44.633,산사태,258,2026-06-04
5934,경상북도,영덕군,축산면,상원리,산46,36,30,17.198,129,23,52.042,토석류,1250,2026-06-04
5935,경상북도,영덕군,축산면,고곡리,산312구,36,27,48.652,129,24,0.767,산사태,186,2026-06-04
5936,경상북도,영덕군,강구면,금진리,산30임,36,22,28.199,129,23,54.900,토석류,0,2026-06-04
5937,경상북도,영덕군,강구면,금진리,705구,36,22,32.000,129,24,0.000,토석류,0,2026-06-04
5938,경상북도,영덕군,강구면,금진리,산22임,36,22,45.399,129,24,4.700,토석류,0,2026-06-04
5939,경상북도,영덕군,축산면,고곡리,산151,36,27,56.667,129,24,12.262,산사태,290,2026-06-04
5940,경상북도,영덕군,강구면,하저리,산195구,36,24,35.343,129,24,11.783,산사태,419,2026-06-04
5941,경상북도,영덕군,영덕읍,삼계리,산146,36,25,51.898,129,24,15.042,토석류,4564,2026-06-04
5942,경상북도,영덕군,강구면,하저리,산181임,36,23,21.799,129,24,16.800,산사태,0,2026-06-04
5943,경상북도,영덕군,축산면,고곡리,산142,36,28,6.498,129,24,24.342,토석류,1250,2026-06-04
5944,경상북도,영덕군,강구면,금진리,"681구,산16-1",36,22,53.499,129,24,17.900,토석류,12729,2026-06-04
5945,경상북도,영덕군,영덕읍,매정리,산177,36,26,13.997,129,24,23.999,토석류,4464,2026-06-04
5946,경상북도,영덕군,영덕읍,매정리,산176,36,26,22.998,129,24,28.042,토석류,6595,2026-06-04
5947,경상북도,영덕군,축산면,고곡리,산366구,36,29,49.199,129,24,34.500,토석류,1324.8,2026-06-04
5948,경상북도,영덕군,병곡면,금곡리,산18,36,38,29.534,129,24,47.544,산사태,2533,2026-06-04
5949,경상북도,영덕군,축산면,도곡리,산49-6임,36,30,57,129,24,24,토석류,2746,2026-06-04
5950,경상북도,영덕군,강구면,하저리,산6-2임,36,23,31.299,129,24,31.100,토석류,0,2026-06-04
5951,경상북도,영덕군,강구면,하저리,113 대,36,23,27.498,129,24,32.642,산사태,0,2026-06-04
5952,경상북도,영덕군,영덕읍,삼계리,산176,36,25,53.4,129,24,24,토석류,463,2026-06-04
5953,경상북도,영덕군,축산면,도곡리,산43임외,36,30,36.999,129,24,45.000,토석류,429.12,2026-06-04
5954,경상북도,영덕군,영해면,성내리,산16임,36,31,46.699,129,24,51.342,토석류,4215,2026-06-04
5955,경상북도,영덕군,영덕읍,대부리,"산96-29,산58-6",36,24,17.4,129,24,24,토석류,4629,2026-06-04
5956,경상북도,영덕군,축산면,고곡리,산374,36,29,48.398,129,24,57.142,토석류,3450,2026-06-04
5957,경상북도,영덕군,축산면,도곡리,613구,36,30,40.160,129,25,0.265,토석류,822,2026-06-04
5958,경상북도,영덕군,축산면,도곡리,산40,36,30,59.752,129,25,1.990,산사태,3251,2026-06-04
5959,경상북도,영덕군,축산면,도곡리,"산150구, 산151구",36,30,58.372,129,25,2.231,토석류,2308,2026-06-04
5960,경상북도,영덕군,영해면,성내리,산2임,36,32,7.092,129,25,3.975,토석류,7954,2026-06-04
5961,경상북도,영덕군,영해면,괴시리,산40-1,36,32,32.8,129,25,25,토석류,92430,2026-06-04
5962,경상북도,영덕군,축산면,고곡리,"산378, 379, 380구, 602구",36,29,52.117,129,25,26.579,토석류,2164,2026-06-04
5963,경상북도,영덕군,영해면,대진리,공유수면,36,33,53,129,25,25,토석류,3144,2026-06-04
5964,경상북도,영덕군,축산면,축산리,산178임,36,30,24.999,129,25,35.100,토석류,1250,2026-06-04
5965,경상북도,영덕군,영해면,대진리,산22임,36,33,24.099,129,25,44.100,토석류,878.4,2026-06-04
5966,경상북도,영덕군,영해면,대진리,산20-1임,36,33,28.906,129,25,51.512,산사태,40032,2026-06-04
5967,경상북도,영덕군,영해면,대진리,"455구,산74구",36,33,23.222,129,26,3.305,토석류,4789,2026-06-04
5968,경상북도,영덕군,영덕읍,오보리,17-3임,36,26,31.764,129,25,58.732,산사태,1153,2026-06-04
5969,경상북도,영덕군,영덕읍,노물리,197-2임,36,26,41.961,129,26,2.838,산사태,2980,2026-06-04
5970,경상북도,영덕군,영해면,사진리,산83임,36,32,21.299,129,26,13.700,토석류,928.4,2026-06-04
5971,경상북도,영덕군,영해면,사진리,산134임,36,32,38.125,129,26,20.165,토석류,1324,2026-06-04
5972,경상북도,영덕군,영해면,대진리,442구,36,32,58.899,129,26,21.442,토석류,7914,2026-06-04
5973,경상북도,영덕군,영해면,사진리,산29임,36,31,17.624,129,26,26.791,토석류,0,2026-06-04
5974,경상북도,영덕군,영해면,사진리,165-1대,36,31,16.499,129,26,26.900,토석류,1212,2026-06-04
5975,경상북도,영덕군,지품면,지품리,산7임,36,28,60,129,10,55,토석류,705,2026-06-04
5976,경상북도,청도군,풍각면,수월리,673천,35,40,2.171,128,33,15.657,토석류,0,2026-06-04
5977,경상북도,청도군,풍각면,화산리,산55임,35,38,59.631,128,33,37.038,토석류,184,2026-06-04
5978,경상북도,청도군,풍각면,수월리,산110임,35,39,44.730,128,33,49.326,산사태,676,2026-06-04
5979,경상북도,청도군,풍각면,성곡리,산112임,35,40,37.190,128,34,12.657,토석류,0,2026-06-04
5980,경상북도,청도군,풍각면,성곡리,산190-3외 4필지,35,39,38.296,128,34,14.368,토석류,2045,2026-06-04
5981,경상북도,청도군,풍각면,수월리,산1 외3필지,35,39,52.920,128,34,16.859,토석류,2853,2026-06-04
5982,경상북도,청도군,풍각면,성곡리,산231-3임,35,39,6.777,128,34,18.723,토석류,234,2026-06-04
5983,경상북도,청도군,풍각면,성곡리,산229임,35,39,11.306,128,34,22.566,토석류,226,2026-06-04
5984,경상북도,청도군,각북면,덕촌리,산11,35,42,18.921,128,34,28.541,토석류,493,2026-06-04
5985,경상북도,청도군,풍각면,성곡리,산160임,35,39,50.178,128,34,34.328,토석류,249,2026-06-04
5986,경상북도,청도군,풍각면,성곡리,산53-1임,35,40,42.072,128,34,37.143,토석류,185,2026-06-04
5987,경상북도,청도군,풍각면,성곡리,산224임,35,39,16.126,128,34,38.465,토석류,231,2026-06-04
5988,경상북도,청도군,풍각면,월봉리,산83임,35,36,25.481,128,34,45.967,토석류,150,2026-06-04
5989,경상북도,청도군,풍각면,월봉리,945-11천,35,35,34.249,128,35,2.548,토석류,362,2026-06-04
5990,경상북도,청도군,풍각면,월봉리,산188-7임,35,35,57.101,128,35,18.983,토석류,0,2026-06-04
5991,경상북도,청도군,각북면,삼평리,산108임,35,40,11.651,128,35,27.199,토석류,59,2026-06-04
5992,경상북도,청도군,각북면,지슬리,1219도,35,43,15.670,128,35,41.212,토석류,99,2026-06-04
5993,경상북도,청도군,풍각면,현리리,산31-3임,35,39,2.830,128,35,41.190,토석류,224,2026-06-04
5994,경상북도,청도군,각북면,지슬리,산121임,35,43,7.886,128,35,48.570,산사태,701,2026-06-04
5995,경상북도,청도군,각북면,덕촌리,산126임,35,41,55.167,128,36,6.988,산사태,580,2026-06-04
5996,경상북도,청도군,각북면,우산리,산46-3임,35,39,44.021,128,36,37.166,토석류,292,2026-06-04
5997,경상북도,청도군,풍각면,덕양리,산117임,35,36,20.276,128,36,37.600,토석류,196,2026-06-04
5998,경상북도,청도군,풍각면,덕양리,산127임,35,36,24.553,128,36,43.017,토석류,195,2026-06-04
5999,경상북도,청도군,풍각면,덕양리,산78-1임,35,36,47.298,128,37,7.664,토석류,127,2026-06-04
6000,경상북도,청도군,이서면,칠엽리,894구,35,40,25.495,128,37,15.742,토석류,0,2026-06-04
6001,경상북도,청도군,이서면,칠엽리,산148임,35,40,31.657,128,37,14.641,토석류,214,2026-06-04
6002,경상북도,청도군,각북면,명대리,산50임,35,39,51.013,128,37,15.840,토석류,391,2026-06-04
6003,경상북도,청도군,각남면,옥산리,산307임,4245360,25,59.234,14318142,11,47.727,토석류,225,2026-06-04
6004,경상북도,청도군,이서면,칠엽리,산27-1임,35,41,6.988,128,37,38.723,토석류,230,2026-06-04
6005,경상북도,청도군,이서면,수야리,산83임,35,40,44.056,128,38,9.887,토석류,292,2026-06-04
6006,경상북도,청도군,이서면,수야리,산41임,35,41,46.168,128,38,18.225,토석류,311,2026-06-04
6007,경상북도,청도군,각남면,함박리,615-12천,35,36,5.199,128,38,14.613,토석류,165,2026-06-04
6008,경상북도,청도군,각남면,함박리,산33임,35,36,37.930,128,38,40.860,산사태,2560,2026-06-04
6009,경상북도,청도군,이서면,문수리,7-2임,35,42,23.277,128,39,30.301,토석류,1051,2026-06-04
6010,경상북도,청도군,이서면,신촌리,13답,35,42,34.812,128,39,57.310,토석류,290,2026-06-04
6011,경상북도,청도군,각남면,구곡리,산51-2임,35,37,59.201,128,40,3.153,토석류,494,2026-06-04
6012,경상북도,청도군,이서면,팔조리,산91-3임,35,42,45.945,128,40,49.718,토석류,489,2026-06-04
6013,경상북도,청도군,이서면,팔조리,494구,35,42,50.393,128,40,51.970,토석류,500,2026-06-04
6014,경상북도,청도군,각남면,일곡리,산34임,35,38,11.847,128,40,57.960,토석류,392,2026-06-04
6015,경상북도,청도군,각남면,화리,산56천,35,37,54.065,128,41,13.016,토석류,466,2026-06-04
6016,경상북도,청도군,이서면,대곡리,산54임,35,43,23.643,128,41,33.057,토석류,1508,2026-06-04
6017,경상북도,청도군,화양읍,다로리,산49 외4필지,35,42,38.649,128,42,50.597,토석류,1794,2026-06-04
6018,경상북도,청도군,청도읍,평양리,산261임,35,35,26.501,128,42,58.895,토석류,0,2026-06-04
6019,경상북도,청도군,청도읍,평양리,산151임,35,35,23.918,128,43,27.156,토석류,235,2026-06-04
6020,경상북도,청도군,화양읍,송금리,산8임,35,42,48.238,128,43,48.621,토석류,457,2026-06-04
6021,경상북도,청도군,청도읍,평양리,산126임,35,35,23.311,128,43,55.855,토석류,0,2026-06-04
6022,경상북도,청도군,청도읍,신도리,산41-2임,35,36,5.191,128,44,30.568,토석류,335,2026-06-04
6023,경상북도,청도군,청도읍,내리,산92-3임,35,40,41.896,128,44,39.838,토석류,1424,2026-06-04
6024,경상북도,청도군,청도읍,덕암리,289-8임,35,41,24.442,128,44,40.316,산사태,0,2026-06-04
6025,경상북도,청도군,청도읍,음지리,산13-3임,35,35,1.304,128,44,42.458,산사태,4103,2026-06-04
6026,경상북도,청도군,청도읍,초현리,산86-2임,35,34,51.423,128,44,58.317,토석류,201,2026-06-04
6027,경상북도,청도군,청도읍,신도리,산255-5임,35,35,39.787,128,45,28.009,토석류,241,2026-06-04
6028,경상북도,청도군,청도읍,운산리,산159-1임,35,41,2.411,128,46,7.077,토석류,357,2026-06-04
6029,경상북도,청도군,청도읍,부야리,산138임,35,39,46.478,128,46,18.171,산사태,835,2026-06-04
6030,경상북도,청도군,청도읍,거연리,산308임,35,35,32.408,128,46,13.493,토석류,221,2026-06-04
6031,경상북도,청도군,청도읍,원정리,산87임,35,39,12.216,128,46,18.241,토석류,333,2026-06-04
6032,경상북도,청도군,청도읍,부야리,산147임,35,39,58.831,128,46,28.678,산사태,1264,2026-06-04
6033,경상북도,청도군,매전면,두곡리,산221-1임,35,42,31.362,128,46,45.330,산사태,909,2026-06-04
6034,경상북도,청도군,청도읍,거연리,산100임,35,36,37.240,128,46,44.578,토석류,0,2026-06-04
6035,경상북도,청도군,매전면,두곡리,1655-5천,35,42,38.130,128,46,53.692,토석류,143,2026-06-04
6036,경상북도,청도군,청도읍,부야리,산231임,35,39,15.337,128,46,52.705,토석류,608,2026-06-04
6037,경상북도,청도군,매전면,송원리,산403구,35,37,36.275,128,47,25.047,토석류,159,2026-06-04
6038,경상북도,청도군,매전면,관하리,산166임,35,43,16.148,128,47,46.303,토석류,209,2026-06-04
6039,경상북도,청도군,매전면,금천리,산173임,35,43,48.907,128,47,52.463,토석류,106,2026-06-04
6040,경상북도,청도군,매전면,덕산리,산49임,35,41,31.120,128,48,21.629,토석류,251,2026-06-04
6041,경상북도,청도군,매전면,덕산리,1059천,35,41,28.033,128,48,25.347,토석류,151,2026-06-04
6042,경상북도,청도군,매전면,금천리,1429구,35,44,4.419,128,48,45.798,토석류,336,2026-06-04
6043,경상북도,청도군,매전면,금천리,1429구,35,44,6.203,128,48,56.701,토석류,145,2026-06-04
6044,경상북도,청도군,매전면,하평리,산132임,35,41,1.757,128,49,0.182,토석류,198,2026-06-04
6045,경상북도,청도군,매전면,관하리,산39-1임,35,42,54.734,128,49,7.311,토석류,187,2026-06-04
6046,경상북도,청도군,매전면,하평리,1320천,35,41,25.905,128,49,14.642,토석류,176,2026-06-04
6047,경상북도,청도군,매전면,상평리,1018-1구,35,41,59.847,128,49,16.182,토석류,137,2026-06-04
6048,경상북도,청도군,매전면,내리,산253임,35,36,41.031,128,49,56.931,토석류,289,2026-06-04
6049,경상북도,청도군,금천면,김전리,산77임,35,44,14.704,128,50,17.319,토석류,244,2026-06-04
6050,경상북도,청도군,매전면,내리,산209임,35,36,3.916,128,50,33.451,토석류,231,2026-06-04
6051,경상북도,청도군,매전면,동산리,산62임,35,40,22.537,128,50,38.990,산사태,693,2026-06-04
6052,경상북도,청도군,금천면,김전리,산123임,35,44,5.339,128,50,45.481,토석류,285,2026-06-04
6053,경상북도,청도군,매전면,동산리,산117임,35,39,35.291,128,50,59.805,토석류,170,2026-06-04
6054,경상북도,청도군,금천면,김전리,산32임,35,44,14.875,128,51,18.729,토석류,485,2026-06-04
6055,경상북도,청도군,매전면,호화리,산55-4 외 6필지,35,38,22.236,128,51,16.116,토석류,3469,2026-06-04
6056,경상북도,청도군,매전면,호화리,산32-2임,35,39,22.175,128,51,19.593,토석류,45,2026-06-04
6057,경상북도,청도군,매전면,호화리,산21-1임,35,39,22.463,128,51,20.963,토석류,338,2026-06-04
6058,경상북도,청도군,매전면,호화리,산39-2임,35,38,59.078,128,51,22.067,토석류,271,2026-06-04
6059,경상북도,청도군,매전면,장연리,산23임,35,38,8.832,128,51,22.640,토석류,507,2026-06-04
6060,경상북도,청도군,매전면,장연리,918-2천,35,37,57.390,128,51,24.417,토석류,43,2026-06-04
6061,경상북도,청도군,매전면,호화리,산11임,35,39,44.503,128,51,33.468,산사태,2827,2026-06-04
6062,경상북도,청도군,매전면,호화리,산16-1 외3필지,35,39,43.685,128,51,32.510,토석류,6799,2026-06-04
6063,경상북도,청도군,매전면,금곡리,산160임,35,40,39.438,128,51,48.142,산사태,127,2026-06-04
6064,경상북도,청도군,매전면,금곡리,산17,35,40,56.154,128,52,20.065,토석류,918,2026-06-04
6065,경상북도,청도군,금천면,사전리,산202-6임,35,43,11.261,128,52,31.053,토석류,480,2026-06-04
6066,경상북도,청도군,매전면,남양리,산179-1임,35,39,45.180,128,52,25.477,산사태,968,2026-06-04
6067,경상북도,청도군,금천면,동곡리,산83임,35,41,43.545,128,52,45.441,토석류,364,2026-06-04
6068,경상북도,청도군,금천면,소천리,산267-1임,35,44,40.639,128,52,51.442,토석류,254,2026-06-04
6069,경상북도,청도군,금천면,신지리,산42-1임,35,40,52.581,128,53,16.893,산사태,901,2026-06-04
6070,경상북도,청도군,매전면,남양리,산53-5임,35,38,13.891,128,53,20.256,토석류,292,2026-06-04
6071,경상북도,청도군,금천면,동곡리,산8-3임,35,41,55.922,128,53,54.235,토석류,262,2026-06-04
6072,경상북도,청도군,매전면,남양리,산53-10,35,38,1.158,128,53,53.491,토석류,2290,2026-06-04
6073,경상북도,청도군,금천면,방지리,산67-1임,35,42,52.459,128,54,17.337,토석류,662,2026-06-04
6074,경상북도,청도군,금천면,신지리,산13-13임,35,40,24.597,128,54,26.283,토석류,268,2026-06-04
6075,경상북도,청도군,금천면,소천리,산25임,35,44,8.119,128,54,32.672,토석류,1720,2026-06-04
6076,경상북도,청도군,금천면,오봉리,1281도,35,39,7.791,128,54,45.298,토석류,101,2026-06-04
6077,경상북도,청도군,금천면,박곡리,산126-21임,35,39,42.355,128,55,1.856,토석류,199,2026-06-04
6078,경상북도,청도군,금천면,오봉리,산16임,35,39,6.165,128,55,5.327,토석류,172,2026-06-04
6079,경상북도,청도군,금천면,박곡리,1099천,35,40,46.514,128,55,31.490,토석류,206,2026-06-04
6080,경상북도,청도군,금천면,박곡리,산136-2임,35,39,55.625,128,55,31.905,토석류,57,2026-06-04
6081,경상북도,청도군,금천면,임당리,산46-1임,35,42,15.670,128,55,35.627,토석류,62,2026-06-04
6082,경상북도,청도군,금천면,임당리,산46-2임,35,42,2.982,128,55,35.427,토석류,335,2026-06-04
6083,경상북도,청도군,운문면,방음리,산115-1임,35,42,25.875,128,57,31.083,토석류,81,2026-06-04
6084,경상북도,청도군,운문면,정상리,1400도,35,48,54.705,128,57,46.411,토석류,0,2026-06-04
6085,경상북도,청도군,운문면,신원리,산117임,35,41,33.373,128,57,41.454,토석류,190,2026-06-04
6086,경상북도,청도군,운문면,공암리,산104-3도,35,45,55.656,128,57,48.126,토석류,70,2026-06-04
6087,경상북도,청도군,운문면,봉하리,1892,35,47,19.650,128,57,53.588,토석류,1384,2026-06-04
6088,경상북도,청도군,운문면,지촌리,산102-2임,35,46,36.163,128,57,49.928,산사태,1110,2026-06-04
6089,경상북도,청도군,운문면,봉하리,1869구,35,47,58.415,128,57,56.152,토석류,86,2026-06-04
6090,경상북도,청도군,운문면,신원리,산108임,35,41,39.201,128,57,51.559,토석류,261,2026-06-04
6091,경상북도,청도군,운문면,봉하리,산111임,35,47,57.147,128,58,26.093,산사태,624,2026-06-04
6092,경상북도,청도군,운문면,오진리,산4임,35,42,40.880,128,58,20.790,토석류,372,2026-06-04
6093,경상북도,청도군,운문면,신원리,산89-1임,35,41,2.778,128,58,32.672,토석류,268,2026-06-04
6094,경상북도,청도군,운문면,봉하리,산54임,35,47,44.145,128,58,53.209,토석류,543,2026-06-04
6095,경상북도,청도군,운문면,오진리,산72임,35,42,37.865,128,58,52.219,토석류,1238,2026-06-04
6096,경상북도,청도군,운문면,오진리,381 외 7필지,35,42,40.252,128,58,52.373,토석류,3448,2026-06-04
6097,경상북도,청도군,운문면,오진리,1269천,35,41,44.161,128,58,54.364,토석류,204,2026-06-04
6098,경상북도,청도군,운문면,마일리,산307임,35,48,25.390,128,59,0.777,토석류,228,2026-06-04
6099,경상북도,청도군,운문면,마일리,1351임,35,48,55.911,128,59,10.099,토석류,1314,2026-06-04
6100,경상북도,청도군,운문면,오진리,산47-1임,35,42,41.977,128,59,8.090,토석류,230,2026-06-04
6101,경상북도,청도군,풍각면,화산리,1376천,35,40,0.099,128,31,48.600,토석류,0,2026-06-04
6102,경상북도,청도군,풍각면,화산리,산1250번지,35,40,2.351,128,31,50.659,산사태,600,2026-06-04
6103,경상북도,청도군,풍각면,화산리,산245구,35,39,32.999,128,32,39.000,토석류,2847,2026-06-04
6104,경상북도,청도군,각북면,오산리,산85임,35,42,42.669,128,32,41.475,토석류,368,2026-06-04
6105,경상북도,청도군,풍각면,금곡리,산127,35,37,33.456,128,32,49.457,토석류,1438,2026-06-04
6106,경상북도,청도군,풍각면,금곡리,산191구,35,37,58.899,128,32,50.100,토석류,937,2026-06-04
6107,경상북도,청도군,풍각면,금곡리,410답,35,38,22.299,128,32,59.100,토석류,3584,2026-06-04
6108,경상북도,청도군,풍각면,금곡리,산60번지,35,38,13.207,128,33,3.077,산사태,10000,2026-06-04
6109,경상북도,청도군,각북면,오산리,산167구,35,42,51.119,128,33,10.174,토석류,684,2026-06-04
6110,경상북도,청도군,각북면,오산리,산56,35,42,33.878,128,33,10.725,토석류,0,2026-06-04
6111,경상북도,청도군,각북면,오산리,산165천,35,42,40.522,128,33,12.168,토석류,276,2026-06-04
6112,경상북도,청도군,풍각면,화산리,산227,35,39,2.112,128,33,18.098,토석류,612,2026-06-04
6113,경상북도,청도군,각북면,남산리,산147번지,35,48,37.179,128,33,38.800,토석류,2500,2026-06-04
6114,경상북도,청도군,풍각면,금곡리,산177임,35,37,33.799,128,33,30.400,토석류,1297,2026-06-04
6115,경상북도,청도군,각북면,남산리,산169구,35,41,40.211,128,33,50.541,토석류,1651,2026-06-04
6116,경상북도,청도군,풍각면,안산리,산214번지,35,36,31.761,128,33,46.923,토석류,500,2026-06-04
6117,경상북도,청도군,각북면,남산리,산45-4,35,41,0.822,128,33,56.988,토석류,0,2026-06-04
6118,경상북도,청도군,각북면,금천리,산163구,35,43,42.699,128,34,0.200,토석류,1847.6,2026-06-04
6119,경상북도,청도군,각북면,남산리,산175천,35,41,9.099,128,33,59.700,토석류,3989,2026-06-04
6120,경상북도,청도군,각북면,금천리,산128임,35,43,39.099,128,34,2.000,토석류,1795.2,2026-06-04
6121,경상북도,청도군,각북면,남산리,산51,35,41,18.578,128,34,0.536,토석류,838,2026-06-04
6122,경상북도,청도군,각북면,금천리,산110-1 임,35,43,42.299,128,34,3.300,토석류,2679.6,2026-06-04
6123,경상북도,청도군,각북면,남산리,1460-3천,35,41,50.499,128,34,4.800,토석류,2631.6,2026-06-04
6124,경상북도,청도군,풍각면,수월리,산154임,35,40,10.998,128,34,7.040,토석류,4477,2026-06-04
6125,경상북도,청도군,풍각면,성곡리,산334구,35,39,10.699,128,34,17.000,토석류,2476,2026-06-04
6126,경상북도,청도군,풍각면,안산리,산250,35,36,31.198,128,34,23.440,토석류,0,2026-06-04
6127,경상북도,청도군,풍각면,성곡리,산73,35,40,47.600,128,34,28.727,토석류,0,2026-06-04
6128,경상북도,청도군,풍각면,성곡리,산73임,35,40,51.178,128,34,28.937,토석류,1715,2026-06-04
6129,경상북도,청도군,각북면,금천리,산169구,35,43,40.999,128,34,40.000,토석류,3168,2026-06-04
6130,경상북도,청도군,각북면,금천리,산43,35,43,41.154,128,34,42.826,토석류,2521,2026-06-04
6131,경상북도,청도군,각북면,금천리,734천,35,43,20.090,128,34,46.302,토석류,1633.8,2026-06-04
6132,경상북도,청도군,풍각면,월봉리,산105-4임,35,36,7.186,128,34,50.083,산사태,0,2026-06-04
6133,경상북도,청도군,각북면,금천리,산172구,35,43,30.999,128,35,2.000,토석류,1925,2026-06-04
6134,경상북도,청도군,풍각면,성곡리,산45번지,35,40,34.464,128,35,3.711,토석류,3200,2026-06-04
6135,경상북도,청도군,풍각면,흑석리,산40임,35,37,40.799,128,35,3.800,토석류,3023,2026-06-04
6136,경상북도,청도군,풍각면,월봉리,산93-1임,35,36,20.138,128,35,3.823,산사태,0,2026-06-04
6137,경상북도,청도군,각북면,남산리,산18-1임,35,41,7.989,128,35,9.012,토석류,1249,2026-06-04
6138,경상북도,청도군,풍각면,흑석리,산53임,35,37,42.399,128,35,16.100,토석류,2322,2026-06-04
6139,경상북도,청도군,각북면,지슬리,산18임,35,42,34.350,128,35,23.216,토석류,0,2026-06-04
6140,경상북도,청도군,풍각면,흑석리,산22-2임,35,37,57.699,128,35,22.000,토석류,1249,2026-06-04
6141,경상북도,청도군,각북면,덕촌리,산33번지,35,41,48.587,128,35,36.640,산사태,3000,2026-06-04
6142,경상북도,청도군,각북면,덕촌리,155전,35,41,56.299,128,35,38.600,산사태,140,2026-06-04
6143,경상북도,청도군,각북면,덕촌리,산42-1임,35,41,57.301,128,35,48.502,토석류,0,2026-06-04
6144,경상북도,청도군,각남면,함박리,산89,35,35,52.65,128,35,45.42,토석류,200,2026-06-04
6145,경상북도,청도군,각북면,지슬리,산130번지,35,43,26.869,128,35,52.493,토석류,500,2026-06-04
6146,경상북도,청도군,각북면,덕촌리,85답,35,42,2.999,128,35,56.000,토석류,435,2026-06-04
6147,경상북도,청도군,각북면,삼평리,산34임,35,40,38.801,128,35,56.902,토석류,0,2026-06-04
6148,경상북도,청도군,각북면,지슬리,산141,35,43,44.766,128,36,6.060,토석류,423,2026-06-04
6149,경상북도,청도군,각남면,옥산리,산166임,35,35,50.999,128,36,35.000,토석류,485,2026-06-04
6150,경상북도,청도군,풍각면,덕양리,산159구,35,36,36.596,128,36,58.334,토석류,1404,2026-06-04
6151,경상북도,청도군,각남면,옥산리,산249임,35,35,23.34,128,36,59.88,토석류,835,2026-06-04
6152,경상북도,청도군,이서면,칠엽리,산179,35,41,10.679,128,37,25.461,토석류,0,2026-06-04
6153,경상북도,청도군,이서면,칠엽리,산186구,35,40,55.184,128,37,33.741,토석류,500,2026-06-04
6154,경상북도,청도군,이서면,대전리,705,35,39,52.375,128,37,49.996,토석류,3222,2026-06-04
6155,경상북도,청도군,이서면,수야리,1281천,35,41,58.623,128,37,56.375,토석류,372,2026-06-04
6156,경상북도,청도군,이서면,수야리,산52-2번지,35,41,16.788,128,38,0.653,토석류,5000,2026-06-04
6157,경상북도,청도군,이서면,수야리,산68번지,35,41,28.796,128,38,6.843,산사태,20000,2026-06-04
6158,경상북도,청도군,이서면,수야리,산177구,35,41,25.999,128,38,21.000,토석류,1301,2026-06-04
6159,경상북도,청도군,각남면,함박리,279-1임,35,36,54.099,128,38,31.400,토석류,0,2026-06-04
6160,경상북도,청도군,각남면,함박리,산90-1번지,35,35,59.786,128,38,32.375,산사태,3000,2026-06-04
6161,경상북도,청도군,이서면,수야리,1252-11구,35,40,23.781,128,38,36.862,토석류,216,2026-06-04
6162,경상북도,청도군,각남면,함박리,산89번지,35,35,58.972,128,38,38.567,산사태,3000,2026-06-04
6163,경상북도,청도군,각남면,함박리,산89-1번지,35,35,55.651,128,38,39.904,토석류,1900,2026-06-04
6164,경상북도,청도군,각남면,함박리,173임,35,36,35.799,128,38,41.600,토석류,0,2026-06-04
6165,경상북도,청도군,각남면,함박리,산84-2번지,35,35,55.441,128,38,52.926,산사태,1000,2026-06-04
6166,경상북도,청도군,각남면,신당리,산9번지,35,38,16.607,128,39,0.222,산사태,1500,2026-06-04
6167,경상북도,청도군,이서면,문수리,산153구,35,41,53.099,128,39,8.500,토석류,1250,2026-06-04
6168,경상북도,청도군,각남면,신당리,산9임,35,38,13.521,128,39,6.766,산사태,1216,2026-06-04
6169,경상북도,청도군,이서면,문수리,산151구,35,41,58.299,128,39,11.700,토석류,856,2026-06-04
6170,경상북도,청도군,각남면,사리,213답,35,36,12.299,128,39,42.900,토석류,86,2026-06-04
6171,경상북도,청도군,각남면,사리,산73-9,35,36,17.292,128,39,48.064,토석류,1500,2026-06-04
6172,경상북도,청도군,각남면,사리,산335번지,35,36,17.451,128,39,48.296,토석류,15000,2026-06-04
6173,경상북도,청도군,이서면,신촌리,산168구,35,42,37.963,128,40,2.676,토석류,2121,2026-06-04
6174,경상북도,청도군,각남면,사리,산300,35,36,16.698,128,40,7.840,토석류,0,2026-06-04
6175,경상북도,청도군,각남면,사리,산362구,35,36,19.231,128,40,11.759,토석류,0,2026-06-04
6176,경상북도,청도군,이서면,팔조리,산84임,35,42,48.552,128,40,51.953,산사태,0,2026-06-04
