연번,시도,시군구,읍면동,리,지번,(위도)도,(위도)분,(위도)초,(경도)도,(경도)분,(경도)초,취약지역유형,지정면적(제곱미터),데이터기준일자
1,경상북도,포항시 남구,연일읍,자명리,산42임,36,0,41.673,129,18,40.529,토석류,182,2026-06-04
2,경상북도,포항시 남구,연일읍,자명리,산42임,36,0,41.449,129,18,42.842,산사태,2069,2026-06-04
3,경상북도,포항시 남구,연일읍,중명리,587답,35,59,8.748,129,18,58.254,토석류,346,2026-06-04
4,경상북도,포항시 남구,연일읍,중단리,산4-2임,35,59,12.827,129,19,34.337,토석류,375,2026-06-04
5,경상북도,포항시 남구,연일읍,택전리,산54임,35,58,54.471,129,19,36.461,토석류,266,2026-06-04
6,경상북도,포항시 남구,대송면,홍계리,479구,35,56,58.354,129,19,40.842,토석류,177,2026-06-04
7,경상북도,포항시 남구,대송면,장동리,산141임,35,57,36.240,129,20,12.713,토석류,366,2026-06-04
8,경상북도,포항시 남구,대송면,장동리,산143-3임,35,57,34.537,129,20,23.052,토석류,276,2026-06-04
9,경상북도,포항시 남구,연일읍,우복리,산29임,35,58,18.126,129,20,27.545,산사태,1420,2026-06-04
10,경상북도,포항시 남구,대잠동,,산37-1임,36,1,28.417,129,20,40.307,산사태,347,2026-06-04
11,경상북도,포항시 남구,연일읍,우복리,산10임,35,58,24.941,129,20,40.579,토석류,501,2026-06-04
12,경상북도,포항시 남구,대송면,산여리,산33-1임,35,54,12.418,129,20,38.927,토석류,266,2026-06-04
13,경상북도,포항시 남구,대송면,산여리,산29임,35,54,21.977,129,20,56.424,토석류,79,2026-06-04
14,경상북도,포항시 남구,대송면,장동리,산21임,35,57,20.170,129,21,6.517,토석류,533,2026-06-04
15,경상북도,포항시 남구,대송면,산여리,산4임,35,55,16.326,129,21,29.860,토석류,461,2026-06-04
16,경상북도,포항시 남구,대송면,산여리,산36,35,55,41.968,129,21,56.845,토석류,12541,2026-06-04
17,경상북도,포항시 남구,오천읍,항사리,산7임,35,56,4.882,129,22,38.475,토석류,414,2026-06-04
18,경상북도,포항시 남구,오천읍,항사리,산106-1임,35,54,20.722,129,22,51.663,토석류,78,2026-06-04
19,경상북도,포항시 남구,오천읍,항사리,산76임,35,55,40.621,129,23,4.663,산사태,1346,2026-06-04
20,경상북도,포항시 남구,오천읍,갈평리,산65임,35,55,24.664,129,24,10.880,토석류,205,2026-06-04
21,경상북도,포항시 남구,오천읍,갈평리,산79임,35,54,59.137,129,24,12.023,토석류,64,2026-06-04
22,경상북도,포항시 남구,오천읍,진전리,산22임,35,53,18.340,129,24,27.950,토석류,201,2026-06-04
23,경상북도,포항시 남구,오천읍,진전리,산38-2임,35,53,15.325,129,24,29.713,토석류,162,2026-06-04
24,경상북도,포항시 남구,장기면,정천리,산259구,35,56,31.230,129,26,33.856,토석류,349,2026-06-04
25,경상북도,포항시 남구,동해면,금광리,930도,35,58,7.332,129,27,22.719,토석류,40,2026-06-04
26,경상북도,포항시 남구,장기면,정천리,산56임,35,57,5.815,129,27,38.170,토석류,347,2026-06-04
27,경상북도,포항시 남구,장기면,죽정리,산274임,35,57,36.830,129,27,48.108,산사태,850,2026-06-04
28,경상북도,포항시 남구,장기면,정천리,산43임,35,56,56.280,129,27,50.105,토석류,252,2026-06-04
29,경상북도,포항시 남구,장기면,대곡리,717구,35,55,34.196,129,27,48.607,토석류,357,2026-06-04
30,경상북도,포항시 남구,장기면,대곡리,산179임,35,55,42.961,129,27,56.216,토석류,385,2026-06-04
31,경상북도,포항시 남구,장기면,방산리,산115임,35,53,11.578,129,28,13.821,토석류,404,2026-06-04
32,경상북도,포항시 남구,장기면,학곡리,산99임,35,55,55.496,129,29,35.543,산사태,1318,2026-06-04
33,경상북도,포항시 남구,동해면,상정리,1128구,35,59,34.575,129,29,53.687,토석류,90,2026-06-04
34,경상북도,포항시 남구,동해면,상정리,산7임,35,59,34.280,129,29,57.144,산사태,474,2026-06-04
35,경상북도,포항시 남구,장기면,수성리,920-1구,35,53,5.978,129,29,56.731,토석류,41,2026-06-04
36,경상북도,포항시 남구,장기면,금곡리,산98임,35,54,33.929,129,30,51.646,산사태,318,2026-06-04
37,경상북도,포항시 남구,장기면,양포리,591-1천,35,52,22.818,129,30,49.451,토석류,434,2026-06-04
38,경상북도,포항시 남구,장기면,양포리,591-1천,35,52,24.178,129,30,55.857,토석류,218,2026-06-04
39,경상북도,포항시 남구,장기면,신창리,산46임,35,53,33.630,129,31,8.862,토석류,332,2026-06-04
40,경상북도,포항시 남구,장기면,양포리,산9임,35,52,58.693,129,31,10.550,산사태,1381,2026-06-04
41,경상북도,포항시 남구,장기면,대진리,산31임,35,55,2.885,129,31,12.033,산사태,783,2026-06-04
42,경상북도,포항시 남구,장기면,신창리,산25-1임,35,53,54.185,129,31,25.085,산사태,1140,2026-06-04
43,경상북도,포항시 남구,구룡포읍,구평리,산172임,35,57,22.203,129,31,39.173,토석류,180,2026-06-04
44,경상북도,포항시 남구,구룡포읍,후동리,산9-3임,35,59,5.674,129,32,4.076,산사태,598,2026-06-04
45,경상북도,포항시 남구,구룡포읍,하정리,산191임,35,58,12.265,129,32,9.878,토석류,331,2026-06-04
46,경상북도,포항시 남구,구룡포읍,눌태리,산70-2임,35,59,39.474,129,32,18.879,산사태,629,2026-06-04
47,경상북도,포항시 남구,호미곶면,대동배리,산3-2임,36,4,4.915,129,32,26.661,산사태,1507,2026-06-04
48,경상북도,포항시 남구,구룡포읍,하정리,산48-2임,35,58,4.706,129,32,48.724,토석류,136,2026-06-04
49,경상북도,포항시 남구,구룡포읍,병포리,산1-2임,35,59,3.711,129,33,0.255,산사태,185,2026-06-04
50,경상북도,포항시 남구,구룡포읍,병포리,산1-2임,35,59,4.898,129,32,59.598,산사태,233,2026-06-04
51,경상북도,포항시 남구,구룡포읍,삼정리,산126-2임,36,0,40.656,129,33,14.786,토석류,179,2026-06-04
52,경상북도,포항시 남구,호미곶면,대보리,산52-6임,36,3,49.833,129,33,53.158,산사태,2242,2026-06-04
53,경상북도,포항시 남구,연일읍,달전리,산66-1임,36,1,26.799,129,17,10.500,토석류,4152,2026-06-04
54,경상북도,포항시 남구,연일읍,달전리,산74-5임,36,2,4.599,129,17,13.800,토석류,2767,2026-06-04
55,경상북도,포항시 남구,연일읍,달전리,산8임,36,3,4.199,129,17,22.500,토석류,1249,2026-06-04
56,경상북도,포항시 남구,연일읍,학전리,산96-2임,36,2,44.399,129,17,59.100,토석류,1139,2026-06-04
57,경상북도,포항시 남구,연일읍,자명리,산63-3임,36,0,45.599,129,18,7.500,토석류,2759,2026-06-04
58,경상북도,포항시 남구,연일읍,유강리,산90외 3,35,59,51.899,129,18,7.000,토석류,2227.2,2026-06-04
59,경상북도,포항시 남구,연일읍,자명리,산54-1임,36,0,34.899,129,18,11.900,토석류,1250,2026-06-04
60,경상북도,포항시 남구,연일읍,유강리,산91구,36,0,10.199,129,18,12.500,토석류,1638.4,2026-06-04
61,경상북도,포항시 남구,연일읍,자명리,769-8외 1,36,0,40.899,129,18,13.500,토석류,6323,2026-06-04
62,경상북도,포항시 남구,연일읍,유강리,산66,36,0,7.933,129,18,13.796,산사태,10000,2026-06-04
63,경상북도,포항시 남구,연일읍,유강리,산75-1임,36,0,23.399,129,18,16.400,토석류,3858,2026-06-04
64,경상북도,포항시 남구,연일읍,중명리,산57,35,59,42.702,129,18,36.937,산사태,10000,2026-06-04
65,경상북도,포항시 남구,연일읍,중단리,산30임,35,59,8.041,129,19,24.423,토석류,705,2026-06-04
66,경상북도,포항시 남구,대송면,홍계리,산61-1,35,56,58.988,129,19,13.278,토석류,1755,2026-06-04
67,경상북도,포항시 남구,대송면,홍계리,산85,35,56,31.915,129,19,30.715,토석류,1000,2026-06-04
68,경상북도,포항시 남구,대송면,홍계리,산84,35,56,34.589,129,19,31.605,토석류,1247,2026-06-04
69,경상북도,포항시 남구,연일읍,택전리,산79-2임,35,58,48.881,129,19,35.381,토석류,99,2026-06-04
70,경상북도,포항시 남구,대송면,장동리,산55임,35,56,54.099,129,20,55.500,토석류,3406,2026-06-04
71,경상북도,포항시 남구,대송면,장동리,산46임,35,56,59.099,129,20,59.500,산사태,3269,2026-06-04
72,경상북도,포항시 남구,대송면,산여리,산40구,35,55,4.399,129,21,15.300,토석류,2602.8,2026-06-04
73,경상북도,포항시 남구,대송면,대각리,산103,35,56,40.421,129,21,31.022,토석류,4859,2026-06-04
74,경상북도,포항시 남구,대송면,대각리,715-13,35,56,50.650,129,21,33.741,토석류,0,2026-06-04
75,경상북도,포항시 남구,대송면,대각리,산7,35,57,38.602,129,21,41.129,산사태,1682,2026-06-04
76,경상북도,포항시 남구,대송면,산여리,산2임,35,55,41.018,129,21,58.269,토석류,1092,2026-06-04
77,경상북도,포항시 남구,대송면,대각리,산192임,35,56,26.891,129,22,1.853,토석류,2136,2026-06-04
78,경상북도,포항시 남구,대송면,대각리,산192-1,35,56,30.198,129,22,3.041,토석류,3934,2026-06-04
79,경상북도,포항시 남구,오천읍,항사리,산31-1임,35,55,30.799,129,22,9.500,산사태,8755,2026-06-04
80,경상북도,포항시 남구,오천읍,항사리,산28-1임,35,55,36.999,129,22,13.000,토석류,2071,2026-06-04
81,경상북도,포항시 남구,오천읍,항사리,산69-2임,35,55,13.499,129,22,30.600,산사태,7620,2026-06-04
82,경상북도,포항시 남구,오천읍,항사리,산20임,35,55,42.899,129,22,39.800,토석류,1055,2026-06-04
83,경상북도,포항시 남구,오천읍,항사리,산20임,35,55,45.299,129,22,41.800,산사태,6674,2026-06-04
84,경상북도,포항시 남구,오천읍,항사리,산47-1임,35,54,27.299,129,22,42.700,토석류,1250,2026-06-04
85,경상북도,포항시 남구,오천읍,항사리,산15-2임,35,56,0.000,129,22,45.000,토석류,3153,2026-06-04
86,경상북도,포항시 남구,오천읍,항사리,산85임,35,55,35.399,129,22,47.800,토석류,2308,2026-06-04
87,경상북도,포항시 남구,오천읍,항사리,산80임,35,55,39.099,129,22,56.200,토석류,3231,2026-06-04
88,경상북도,포항시 남구,오천읍,진전리,산126-1,35,53,2.321,129,23,11.294,토석류,1000,2026-06-04
89,경상북도,포항시 남구,오천읍,진전리,산115임,35,52,54.099,129,23,38.300,토석류,2760,2026-06-04
90,경상북도,포항시 남구,오천읍,갈평리,295,35,55,32.979,129,23,45.036,토석류,2736,2026-06-04
91,경상북도,포항시 남구,오천읍,문충리,423,35,56,0.599,129,23,49.500,토석류,167.55,2026-06-04
92,경상북도,포항시 남구,오천읍,진전리,산 103-3 임,35,52,35.099,129,23,57.100,산사태,6260,2026-06-04
93,경상북도,포항시 남구,오천읍,갈평리,산75-2임,35,55,2.299,129,24,7.300,토석류,2426,2026-06-04
94,경상북도,포항시 남구,오천읍,진전리,산52번지,35,52,59.310,129,24,5.374,토석류,1402000,2026-06-04
95,경상북도,포항시 남구,오천읍,갈평리,291외 1,35,55,30.910,129,24,12.120,토석류,4068,2026-06-04
96,경상북도,포항시 남구,오천읍,갈평리,산90임,35,54,53.998,129,24,12.441,토석류,3526,2026-06-04
97,경상북도,포항시 남구,오천읍,갈평리,산142-6임,35,54,36.599,129,24,16.600,토석류,1450,2026-06-04
98,경상북도,포항시 남구,오천읍,진전리,산31임,35,53,12.999,129,24,40.100,토석류,5185,2026-06-04
99,경상북도,포항시 남구,오천읍,용산리,산51임,35,56,14.799,129,24,48.800,토석류,3738,2026-06-04
100,경상북도,포항시 남구,장기면,방산리,산492임,35,55,24.460,129,25,54.787,토석류,116,2026-06-04
101,경상북도,포항시 남구,장기면,방산리,산358,35,55,22.798,129,25,56.341,토석류,1250,2026-06-04
102,경상북도,포항시 남구,장기면,산서리,산292,35,52,56.921,129,26,30.889,토석류,1000,2026-06-04
103,경상북도,포항시 남구,장기면,정천리,산193,35,56,19.124,129,26,36.195,토석류,1643,2026-06-04
104,경상북도,포항시 남구,장기면,산서리,1266-1,35,53,42.445,129,26,33.147,토석류,0,2026-06-04
105,경상북도,포항시 남구,장기면,방산리,산433,35,55,25.098,129,26,38.641,토석류,1250,2026-06-04
106,경상북도,포항시 남구,장기면,산서리,산288,35,52,50.629,129,26,35.615,토석류,0,2026-06-04
107,경상북도,포항시 남구,장기면,산서리,산287,35,52,54.003,129,26,37.841,토석류,1000,2026-06-04
108,경상북도,포항시 남구,장기면,산서리,산400,35,53,57.473,129,26,38.753,토석류,5000,2026-06-04
109,경상북도,포항시 남구,장기면,방산리,산440,35,55,15.298,129,26,53.241,토석류,1250,2026-06-04
110,경상북도,포항시 남구,장기면,방산리,1469구,35,54,58.699,129,27,12.900,산사태,600,2026-06-04
111,경상북도,포항시 남구,동해면,금광리,225임,35,58,6.000,129,27,23.000,토석류,4552,2026-06-04
112,경상북도,포항시 남구,동해면,임곡리,798구,35,59,33.000,129,27,24.999,토석류,3408,2026-06-04
113,경상북도,포항시 남구,동해면,임곡리,141전,36,0,9.700,129,27,40.100,산사태,1299,2026-06-04
114,경상북도,포항시 남구,장기면,대곡리,산136,35,56,4.498,129,27,36.641,토석류,1250,2026-06-04
115,경상북도,포항시 남구,동해면,약전리,산6임,35,59,9.999,129,27,56.500,토석류,1963,2026-06-04
116,경상북도,포항시 남구,장기면,임중리,산71-1,35,52,57.269,129,28,31.188,토석류,0,2026-06-04
117,경상북도,포항시 남구,장기면,임중리,산64-5,35,53,9.591,129,28,49.324,토석류,1000,2026-06-04
118,경상북도,포항시 남구,장기면,읍내리,산16,35,53,44.262,129,28,51.815,토석류,3502,2026-06-04
119,경상북도,포항시 남구,장기면,서촌리,산199임,35,54,29.350,129,28,53.664,산사태,760,2026-06-04
120,경상북도,포항시 남구,장기면,읍내리,363구,35,53,44.622,129,29,29.811,토석류,164,2026-06-04
121,경상북도,포항시 남구,장기면,학곡리,산99임,35,55,56.000,129,29,35.000,토석류,1249,2026-06-04
122,경상북도,포항시 남구,동해면,중산리,산37임,35,58,29.599,129,29,41.000,토석류,3642,2026-06-04
123,경상북도,포항시 남구,장기면,임중리,산13임,35,53,11.922,129,29,34.358,토석류,258,2026-06-04
124,경상북도,포항시 남구,장기면,두원리,산144임,35,50,35.199,129,29,59.300,토석류,1248,2026-06-04
125,경상북도,포항시 남구,장기면,학계리,산21임,35,55,47.899,129,30,14.800,토석류,1826,2026-06-04
126,경상북도,포항시 남구,장기면,두원리,산14임,35,50,55.599,129,30,38.700,토석류,3125,2026-06-04
127,경상북도,포항시 남구,구룡포읍,구평리,1492외 3,35,57,40.799,129,30,57.000,토석류,5473,2026-06-04
128,경상북도,포항시 남구,구룡포읍,구평리,산43임,35,57,40.428,129,31,8.058,토석류,4195,2026-06-04
129,경상북도,포항시 남구,장기면,두원리,산176구,35,50,28.983,129,30,58.746,토석류,571,2026-06-04
130,경상북도,포항시 남구,장기면,신창리,616-2,35,53,44.268,129,31,9.499,산사태,1927,2026-06-04
131,경상북도,포항시 남구,동해면,발산리,산42임,36,2,16.299,129,31,24.900,토석류,3054,2026-06-04
132,경상북도,포항시 남구,장기면,계원리,660구,35,51,37.566,129,31,11.432,토석류,1464,2026-06-04
133,경상북도,포항시 남구,장기면,계원리,658천,35,51,33.798,129,31,20.021,토석류,715,2026-06-04
134,경상북도,포항시 남구,구룡포읍,후동리,산33임,35,59,37.399,129,31,48.300,토석류,5882,2026-06-04
135,경상북도,포항시 남구,호미곶면,대동배리,산50임,36,3,31.599,129,32,2.100,토석류,2459,2026-06-04
136,경상북도,포항시 남구,호미곶면,대동배리,산53-4임,36,3,38.599,129,32,2.300,산사태,3010,2026-06-04
137,경상북도,포항시 남구,호미곶면,대동배리,산60임,36,3,29.299,129,32,6.400,토석류,1250,2026-06-04
138,경상북도,포항시 남구,구룡포읍,삼정리,산107임,36,1,5.499,129,32,17.000,토석류,3588,2026-06-04
139,경상북도,포항시 남구,호미곶면,대동배리,산6-6임,36,3,57.199,129,32,28.000,토석류,2483,2026-06-04
140,경상북도,포항시 남구,구룡포읍,구룡포리,산109-11임,35,59,49.927,129,32,46.592,토석류,2887,2026-06-04
141,경상북도,포항시 남구,호미곶면,대보리,산136,36,3,14.192,129,33,11.643,토석류,0,2026-06-04
142,경상북도,포항시 남구,호미곶면,대보리,산134,36,3,20.800,129,33,14.769,토석류,0,2026-06-04
143,경상북도,포항시 남구,구룡포읍,구룡포리,산93-11임,35,59,33.159,129,33,10.080,토석류,361.51,2026-06-04
144,경상북도,포항시 남구,구룡포읍,구룡포리,산93-16임,35,59,33.335,129,33,9.969,토석류,50,2026-06-04
145,경상북도,포항시 남구,호미곶면,대보리,산116,36,3,23.520,129,33,20.067,토석류,0,2026-06-04
146,경상북도,포항시 남구,호미곶면,강사리,산215-3임,36,1,54.000,129,33,18.000,토석류,1226,2026-06-04
147,경상북도,포항시 남구,호미곶면,강사리,산226-1임,36,1,57.199,129,33,27.800,토석류,1250,2026-06-04
148,경상북도,포항시 남구,구룡포읍,구룡포리,산74-20임,35,59,58.794,129,33,26.453,토석류,3095,2026-06-04
149,경상북도,포항시 남구,구룡포읍,삼정리,산59임,36,0,45.699,129,33,31.400,토석류,1250,2026-06-04
150,경상북도,포항시 남구,호미곶면,강사리,산270구,36,3,28.000,129,33,55.000,토석류,3893,2026-06-04
151,경상북도,포항시 남구,구룡포읍,삼정리,산35임,36,0,40.399,129,33,54.500,토석류,3527,2026-06-04
152,경상북도,포항시 남구,호미곶면,강사리,산97임,36,2,50.999,129,34,12.800,토석류,1250,2026-06-04
153,경상북도,포항시 남구,구룡포읍,석병리,1098,36,0,53.300,129,34,18.860,토석류,13476,2026-06-04
154,경상북도,포항시 북구,죽장면,두마리,1324구,36,10,12.638,129,1,52.130,토석류,311,2026-06-04
155,경상북도,포항시 북구,죽장면,두마리,산10임,36,10,12.711,129,2,16.432,토석류,281,2026-06-04
156,경상북도,포항시 북구,죽장면,두마리,산144임,36,10,6.318,129,3,13.671,토석류,174,2026-06-04
157,경상북도,포항시 북구,죽장면,현내리,산47임,36,10,35.421,129,3,26.974,산사태,1075,2026-06-04
158,경상북도,포항시 북구,죽장면,현내리,산47,36,10,34.775,129,3,29.838,토석류,1730,2026-06-04
159,경상북도,포항시 북구,죽장면,현내리,산8임,36,11,10.075,129,4,28.980,토석류,637,2026-06-04
160,경상북도,포항시 북구,죽장면,일광리,산155구,36,8,53.412,129,4,29.079,토석류,653,2026-06-04
161,경상북도,포항시 북구,죽장면,현내리,산3임,36,11,2.586,129,4,54.800,토석류,365,2026-06-04
162,경상북도,포항시 북구,죽장면,일광리,산10임,36,9,32.589,129,5,0.233,토석류,375,2026-06-04
163,경상북도,포항시 북구,죽장면,방흥리,615구,36,10,54.561,129,5,44.609,토석류,717,2026-06-04
164,경상북도,포항시 북구,죽장면,입암리,산50임,36,9,34.675,129,5,54.307,토석류,304,2026-06-04
165,경상북도,포항시 북구,죽장면,정자리,산33-2임,36,8,23.953,129,6,1.421,토석류,205,2026-06-04
166,경상북도,포항시 북구,죽장면,매현리,산76임,36,10,22.244,129,6,29.795,토석류,190,2026-06-04
167,경상북도,포항시 북구,죽장면,정자리,산8-1임,36,7,55.541,129,6,32.803,토석류,226,2026-06-04
168,경상북도,포항시 북구,죽장면,매현리,1069구,36,10,29.123,129,6,40.344,토석류,121,2026-06-04
169,경상북도,포항시 북구,죽장면,침곡리,산63-2임,36,9,56.056,129,6,45.771,산사태,3622,2026-06-04
170,경상북도,포항시 북구,기계면,남계리,653-3천,36,6,0.371,129,6,44.656,토석류,228,2026-06-04
171,경상북도,포항시 북구,죽장면,매현리,산182구,36,10,36.584,129,6,57.502,토석류,221,2026-06-04
172,경상북도,포항시 북구,기계면,가안리,산81임,4316072,36,14.838,14373936,31,51.592,토석류,211,2026-06-04
173,경상북도,포항시 북구,기계면,남계리,산6임,36,6,15.196,129,7,28.595,산사태,921,2026-06-04
174,경상북도,포항시 북구,죽장면,침곡리,산84임,36,10,6.309,129,7,48.264,토석류,186,2026-06-04
175,경상북도,포항시 북구,죽장면,매현리,산129-1임,36,11,3.211,129,8,6.422,토석류,113,2026-06-04
176,경상북도,포항시 북구,기계면,인비리,1321-63천,36,5,24.982,129,8,29.653,토석류,294,2026-06-04
177,경상북도,포항시 북구,기북면,관천리,산31임,36,6,49.709,129,8,53.654,토석류,206,2026-06-04
178,경상북도,포항시 북구,기북면,용기리,산18임,36,8,51.901,129,9,26.552,토석류,239,2026-06-04
179,경상북도,포항시 북구,기북면,용기리,산52구,36,7,54.802,129,9,39.066,토석류,428,2026-06-04
180,경상북도,포항시 북구,기북면,오덕리,1246-87천,36,8,49.296,129,10,32.041,토석류,438,2026-06-04
181,경상북도,포항시 북구,기북면,오덕리,1246-1천,36,9,46.994,129,10,50.995,토석류,182,2026-06-04
182,경상북도,포항시 북구,기북면,오덕리,516임,36,9,40.797,129,10,54.161,토석류,207,2026-06-04
183,경상북도,포항시 북구,기계면,지가리,산19임,36,5,59.779,129,11,21.104,토석류,1011,2026-06-04
184,경상북도,포항시 북구,기계면,학야리,1057구,36,3,2.402,129,11,29.163,토석류,257,2026-06-04
185,경상북도,포항시 북구,기계면,계전리,822천,36,6,28.062,129,11,44.048,토석류,228,2026-06-04
186,경상북도,포항시 북구,기계면,학야리,산7-1외1,36,2,54.290,129,12,9.507,토석류,2271,2026-06-04
187,경상북도,포항시 북구,기북면,탑정리,산46-3임,36,9,0.782,129,12,21.499,토석류,91,2026-06-04
188,경상북도,포항시 북구,기북면,탑정리,산63구,36,9,24.028,129,12,28.566,토석류,54,2026-06-04
189,경상북도,포항시 북구,기계면,화봉리,908구,36,5,43.372,129,12,26.192,토석류,852,2026-06-04
190,경상북도,포항시 북구,기계면,미현리,866천,36,7,40.618,129,12,48.918,토석류,352,2026-06-04
191,경상북도,포항시 북구,기계면,미현리,866천,36,6,56.482,129,12,54.168,토석류,148,2026-06-04
192,경상북도,포항시 북구,기계면,미현리,산110,36,6,57.094,129,12,54.040,토석류,1835,2026-06-04
193,경상북도,포항시 북구,기계면,미현리,산1-1임,36,7,27.562,129,13,4.996,산사태,1332,2026-06-04
194,경상북도,포항시 북구,기계면,미현리,산159임,36,6,25.324,129,13,8.529,토석류,73,2026-06-04
195,경상북도,포항시 북구,기계면,성계리,1187-2구,36,2,53.427,129,13,12.894,토석류,185,2026-06-04
196,경상북도,포항시 북구,기계면,미현리,산132-1임,36,7,12.393,129,13,20.072,토석류,200,2026-06-04
197,경상북도,포항시 북구,기계면,화봉리,산88구,36,5,35.698,129,13,25.529,토석류,312,2026-06-04
198,경상북도,포항시 북구,기계면,내단리,산27-15임,36,4,4.712,129,13,51.280,토석류,242,2026-06-04
199,경상북도,포항시 북구,신광면,기일리,1226구,36,10,42.236,129,14,0.710,토석류,508,2026-06-04
200,경상북도,포항시 북구,신광면,흥곡리,1005구,36,6,28.007,129,13,59.080,토석류,173,2026-06-04
201,경상북도,포항시 북구,기계면,화대리,산18-3임,36,4,36.546,129,13,58.619,토석류,567,2026-06-04
202,경상북도,포항시 북구,신광면,흥곡리,산49임,36,6,33.823,129,14,2.220,토석류,233,2026-06-04
203,경상북도,포항시 북구,신광면,흥곡리,산42임,36,6,34.481,129,14,2.578,토석류,227,2026-06-04
204,경상북도,포항시 북구,신광면,흥곡리,산106임,36,5,31.701,129,14,3.020,토석류,381,2026-06-04
205,경상북도,포항시 북구,신광면,죽성리,산46임,36,7,14.061,129,14,15.627,토석류,150,2026-06-04
206,경상북도,포항시 북구,신광면,상읍리,산15임,36,9,1.051,129,14,42.782,토석류,624,2026-06-04
207,경상북도,포항시 북구,신광면,상읍리,산47구,36,9,3.108,129,14,44.490,토석류,274,2026-06-04
208,경상북도,포항시 북구,신광면,마북리,산79임,36,10,59.060,129,15,11.538,토석류,294,2026-06-04
209,경상북도,포항시 북구,신광면,기일리,1196구,36,10,37.091,129,15,23.557,토석류,169,2026-06-04
210,경상북도,포항시 북구,신광면,안덕리,산11임,36,9,49.425,129,15,35.786,토석류,174,2026-06-04
211,경상북도,포항시 북구,신광면,반곡리,794구,36,10,7.189,129,15,47.940,토석류,976,2026-06-04
212,경상북도,포항시 북구,신광면,반곡리,산43임,36,10,24.464,129,15,51.583,토석류,197,2026-06-04
213,경상북도,포항시 북구,신광면,반곡리,776-5구,36,10,27.783,129,16,54.106,토석류,267,2026-06-04
214,경상북도,포항시 북구,신광면,만석리,산40임,36,9,32.903,129,16,59.097,산사태,3152,2026-06-04
215,경상북도,포항시 북구,신광면,호리,산105구,36,8,22.319,129,17,12.480,토석류,202,2026-06-04
216,경상북도,포항시 북구,신광면,호리,산61-4임,36,7,30.878,129,17,30.002,토석류,199,2026-06-04
217,경상북도,포항시 북구,흥해읍,초곡리,산127,36,5,10.603,129,18,3.280,토석류,5591,2026-06-04
218,경상북도,포항시 북구,청하면,고현리,산41,36,9,39.939,129,18,30.171,토석류,5955,2026-06-04
219,경상북도,포항시 북구,흥해읍,학천리,산62-3임,36,4,46.783,129,18,23.274,토석류,227,2026-06-04
220,경상북도,포항시 북구,흥해읍,덕성리,산29,36,9,13.006,129,18,33.735,토석류,4026,2026-06-04
221,경상북도,포항시 북구,흥해읍,덕성리,산108임,36,8,54.412,129,18,40.902,토석류,545,2026-06-04
222,경상북도,포항시 북구,흥해읍,덕성리,산153구,36,8,32.426,129,19,6.059,토석류,138,2026-06-04
223,경상북도,포항시 북구,흥해읍,대련리,산77임,36,3,5.010,129,19,9.603,토석류,235,2026-06-04
224,경상북도,포항시 북구,흥해읍,덕장리,산111구,36,9,1.087,129,19,43.441,토석류,669,2026-06-04
225,경상북도,포항시 북구,흥해읍,대련리,산157-9,36,2,36.723,129,19,37.601,산사태,4868,2026-06-04
226,경상북도,포항시 북구,용흥동,,산123-79임,36,2,29.987,129,20,37.356,토석류,101,2026-06-04
227,경상북도,포항시 북구,흥해읍,이인리,산6-3임,36,4,12.981,129,20,42.332,산사태,1781,2026-06-04
228,경상북도,포항시 북구,득량동,,산48-5임,36,1,19.162,129,20,54.759,산사태,4698,2026-06-04
229,경상북도,포항시 북구,흥해읍,성곡리,산29임,36,4,49.087,129,20,59.273,산사태,1028,2026-06-04
230,경상북도,포항시 북구,용흥동,,산103-1임,36,2,8.529,129,21,20.972,산사태,433,2026-06-04
231,경상북도,포항시 북구,장성동,,산256임,36,4,13.271,129,22,27.499,산사태,1180,2026-06-04
232,경상북도,포항시 북구,흥해읍,흥안리,산6임,36,7,52.911,129,23,20.335,토석류,241,2026-06-04
233,경상북도,포항시 북구,흥해읍,흥안리,산6임,36,7,52.298,129,23,24.773,토석류,412,2026-06-04
234,경상북도,포항시 북구,흥해읍,칠포리,산97임,36,8,22.315,129,23,36.272,토석류,90,2026-06-04
235,경상북도,포항시 북구,흥해읍,곡강리,산62임,36,6,56.848,129,23,48.554,토석류,68,2026-06-04
236,경상북도,포항시 북구,흥해읍,죽천리,104임,36,5,23.965,129,25,11.318,산사태,634,2026-06-04
237,경상북도,포항시 북구,죽장면,봉계리,산47임,36,11,46.471,129,3,2.277,산사태,1497,2026-06-04
238,경상북도,포항시 북구,죽장면,월평리,산62임,36,12,4.232,129,4,27.351,산사태,882,2026-06-04
239,경상북도,포항시 북구,죽장면,합덕리,산112임,36,12,52.867,129,5,10.332,토석류,60,2026-06-04
240,경상북도,포항시 북구,죽장면,합덕리,산123임,36,12,23.319,129,5,23.436,토석류,36,2026-06-04
241,경상북도,포항시 북구,죽장면,합덕리,산142임,36,11,43.937,129,5,24.767,토석류,142,2026-06-04
242,경상북도,포항시 북구,죽장면,합덕리,산128-2임,36,12,3.456,129,5,36.789,토석류,32,2026-06-04
243,경상북도,포항시 북구,죽장면,합덕리,산226-1임,36,11,55.149,129,5,48.663,토석류,865,2026-06-04
244,경상북도,포항시 북구,죽장면,방흥리,606-11천,36,11,12.537,129,5,55.423,토석류,810,2026-06-04
